"","X","cell1","cell2","cell3","cell4","cell5","cell6","cell7","cell8","cell9","count_famrecall","count_prestudy_sequence","count_study_response","count_test_response","date_startdate","date_starttime","multichar_knowresp","p2dur","plc1","plc1c","plc1s","plc1sh","plc1x","plc1y","plc2","plc2c","plc2s","plc2sh","plc2x","plc2y","plc3","plc3c","plc3s","plc3sh","plc3x","plc3y","plc4","plc4c","plc4s","plc4sh","plc4x","plc4y","plc5","plc5c","plc5s","plc5sh","plc5x","plc5y","plcundefined","plcundefineds","plcundefinedsh","plcundefinedx","plcundefinedy","response_study_response","response_test_response","response_time_study_response","response_time_test_response","rtnr","sessionid","stim","type","tq"
"128",6109,0,4,1,2,5,3,0,0,0,0,19,59,79,"28-03-23","13:17:54","hwo24d",0,"cir4.png",4,1,"cir",120,-120,"cir4.png",4,1,"cir",-120,0,"cir5.png",5,1,"cir",120,0,"tri3.png",3,1,"tri",0,-120,"sqa3.png",3,1,"sqa",0,0,"tri0.png",1,"tri",-120,0,"right","None",2744,3005,3,1682680729430,"p3sarrshacol4.png","sarrshacol","new"
"129",6110,0,1,5,3,NA,4,2,0,0,0,19,59,79,"28-03-23","13:17:54","hwo24d",0,"sqa3.png",3,1,"sqa",0,-120,"cir5.png",5,1,"cir",-120,120,"tri4.png",4,1,"tri",-120,0,"cir6.png",6,1,"cir",120,0,"cir1.png",1,1,"cir",120,-120,"cir0.png",1,"cir",0,0,"right","None",2744,3005,4,1682680729430,"p3sarrshacol4.png","sarrshacol","new"
"130",6252,0,4,2,0,1,3,0,5,0,0,19,59,79,"28-03-23","10:32:51","cvyk5v",1520,"cir1.png",1,1,"cir",0,0,"sqa3.png",3,1,"sqa",120,-120,"tri3.png",3,1,"tri",120,0,"tri5.png",5,1,"tri",0,-120,"sqa5.png",5,1,"sqa",0,120,"",NA,"",NA,NA,"right","left",1505,1480,1,1682670793972,"p3sarrshacol4.png","sarrshacol","new"
"131",6253,0,2,3,1,0,4,5,0,0,0,19,59,79,"28-03-23","10:32:51","cvyk5v",1520,"cir4.png",4,1,"cir",-120,0,"cir5.png",5,1,"cir",0,-120,"sqa3.png",3,1,"sqa",120,-120,"tri5.png",5,1,"tri",120,0,"tri2.png",2,1,"tri",-120,120,"",NA,"",NA,NA,"right","left",1505,1480,2,1682670793972,"p3sarrshacol4.png","sarrshacol","new"
"132",6254,5,0,1,2,0,4,0,3,0,0,19,59,79,"28-03-23","10:32:51","cvyk5v",1520,"tri4.png",4,1,"tri",120,-120,"tri5.png",5,1,"tri",-120,0,"cir2.png",2,1,"cir",0,120,"cir3.png",3,1,"cir",120,0,"sqa1.png",1,1,"sqa",-120,-120,"",NA,"",NA,NA,"right","left",1505,1480,3,1682670793972,"p3sarrshacol4.png","sarrshacol","new"
"133",6255,1,3,2,0,4,5,0,0,0,0,19,59,79,"28-03-23","10:32:51","cvyk5v",1520,"sqa2.png",2,1,"sqa",-120,-120,"tri6.png",6,1,"tri",120,-120,"cir4.png",4,1,"cir",0,-120,"tri5.png",5,1,"tri",0,0,"cir4.png",4,1,"cir",120,0,"cir0.png",1,"cir",0,-120,"right","left",1505,1480,4,1682670793972,"p3sarrshacol4.png","sarrshacol","new"
"134",6397,0,0,1,0,4,3,2,0,0,0,19,59,79,"27-03-23","19:23:00","do55ye",1558,"cir3.png",3,1,"cir",120,-120,"tri4.png",4,1,"tri",-120,120,"tri4.png",4,1,"tri",120,0,"sqa5.png",5,1,"sqa",0,0,"tri5.png",5,0,"tri",120,-120,"",NA,"",NA,NA,"right","left",678,1442,1,1682616274658,"p3sarrshacol4.png","sarrshacol","new"
"135",6398,0,5,2,4,3,1,0,NA,0,0,19,59,79,"27-03-23","19:23:00","do55ye",1558,"tri4.png",4,1,"tri",120,0,"tri4.png",4,1,"tri",120,-120,"sqa6.png",6,1,"sqa",0,0,"cir4.png",4,1,"cir",-120,0,"tri3.png",3,1,"tri",0,-120,"tri0.png",1,"tri",0,120,"right","left",678,1442,2,1682616274658,"p3sarrshacol4.png","sarrshacol","new"
"136",6399,0,3,2,0,1,5,0,4,0,0,19,59,79,"27-03-23","19:23:00","do55ye",1558,"sqa3.png",3,1,"sqa",0,0,"tri4.png",4,1,"tri",120,-120,"sqa5.png",5,1,"sqa",0,-120,"cir6.png",6,1,"cir",0,120,"tri3.png",3,1,"tri",120,0,"tri0.png",1,"tri",0,120,"right","left",678,1442,3,1682616274658,"p3sarrshacol4.png","sarrshacol","new"
"137",6400,0,3,4,0,1,5,0,2,0,0,19,59,79,"27-03-23","19:23:00","do55ye",1558,"tri4.png",4,1,"tri",0,0,"cir3.png",3,1,"cir",0,120,"sqa1.png",1,1,"sqa",0,-120,"sqa5.png",5,1,"sqa",120,-120,"cir1.png",1,1,"cir",120,0,"tri0.png",1,"tri",0,120,"right","left",678,1442,4,1682616274658,"p3sarrshacol4.png","sarrshacol","new"
"138",6542,0,4,3,5,1,2,0,0,0,0,19,59,79,"26-03-23","19:38:37","h8424e",1926,"cir5.png",5,1,"cir",0,0,"tri1.png",1,1,"tri",120,0,"cir5.png",5,1,"cir",120,-120,"sqa4.png",4,1,"sqa",0,-120,"sqa4.png",4,1,"sqa",-120,0,"",NA,"",NA,NA,"left","left",1058,1074,1,1682530813000,"p3sarrshacol4.png","sarrshacol","new"
"139",6543,5,3,0,2,4,1,0,0,0,0,19,59,79,"26-03-23","19:38:37","h8424e",1926,"tri1.png",1,1,"tri",120,0,"cir4.png",4,1,"cir",-120,0,"sqa2.png",2,1,"sqa",0,-120,"sqa2.png",2,1,"sqa",0,0,"cir4.png",4,1,"cir",-120,-120,"",NA,"",NA,NA,"left","left",1058,1074,2,1682530813000,"p3sarrshacol4.png","sarrshacol","new"
"140",6544,0,1,4,0,5,3,0,2,0,0,19,59,79,"26-03-23","19:38:37","h8424e",1926,"sqa1.png",1,1,"sqa",0,-120,"sqa1.png",1,1,"sqa",0,120,"tri4.png",4,1,"tri",120,0,"tri4.png",4,1,"tri",120,-120,"cir2.png",2,1,"cir",0,0,"",NA,"",NA,NA,"left","left",1058,1074,3,1682530813000,"p3sarrshacol4.png","sarrshacol","new"
"141",6545,3,0,2,0,5,0,0,4,1,0,19,59,79,"26-03-23","19:38:37","h8424e",1926,"tri4.png",4,1,"tri",120,120,"sqa1.png",1,1,"sqa",120,-120,"sqa1.png",1,1,"sqa",-120,-120,"tri4.png",4,1,"tri",0,120,"cir2.png",2,1,"cir",0,0,"",NA,"",NA,NA,"left","left",1058,1074,4,1682530813000,"p3sarrshacol4.png","sarrshacol","new"
"142",6687,0,2,5,0,3,1,0,4,0,0,19,59,79,"26-03-23","19:24:17","xschiu",2092,"sqa2.png",2,1,"sqa",120,0,"tri5.png",5,1,"tri",0,-120,"cir1.png",1,1,"cir",0,0,"sqa5.png",5,1,"sqa",0,120,"tri3.png",3,1,"tri",120,-120,"",NA,"",NA,NA,"right","left",608,908,1,1682529945189,"p3sarrshacol4.png","sarrshacol","new"
"143",6688,0,4,3,1,0,2,5,0,0,0,19,59,79,"26-03-23","19:24:17","xschiu",2092,"tri4.png",4,1,"tri",-120,0,"tri4.png",4,1,"tri",120,0,"cir4.png",4,1,"cir",120,-120,"sqa6.png",6,1,"sqa",0,-120,"sqa1.png",1,1,"sqa",-120,120,"",NA,"",NA,NA,"right","left",608,908,2,1682529945189,"p3sarrshacol4.png","sarrshacol","new"
"144",6689,4,2,0,5,3,1,0,0,0,0,19,59,79,"26-03-23","19:24:17","xschiu",2092,"tri6.png",6,1,"tri",120,0,"tri1.png",1,1,"tri",0,-120,"sqa6.png",6,1,"sqa",0,0,"cir3.png",3,1,"cir",-120,-120,"sqa2.png",2,1,"sqa",-120,0,"",NA,"",NA,NA,"right","left",608,908,3,1682529945189,"p3sarrshacol4.png","sarrshacol","new"
"145",6690,0,0,5,NA,2,NA,1,3,4,0,19,59,79,"26-03-23","19:24:17","xschiu",2092,"tri0.png",0,1,"tri",-120,120,"tri0.png",0,1,"tri",0,0,"tri0.png",0,1,"tri",0,120,"tri0.png",0,1,"tri",120,120,"tri0.png",0,1,"tri",120,-120,"tri0.png",1,"tri",-120,0,"right","left",608,908,4,1682529945189,"p3sarrshacol4.png","sarrshacol","new"
"146",6832,0,1,2,0,5,4,0,3,0,0,19,59,79,"","","ibwynf",1258,"sqa1.png",1,1,"sqa",0,-120,"tri3.png",3,1,"tri",120,-120,"sqa1.png",1,1,"sqa",0,120,"tri3.png",3,1,"tri",120,0,"cir5.png",5,1,"cir",0,0,"",NA,"",NA,NA,"right","left",2169,1742,1,1682521271089,"p3sarrshacol4.png","sarrshacol","new"
"147",6833,0,1,2,5,4,3,0,0,0,0,19,59,79,"","","ibwynf",1258,"sqa5.png",5,1,"sqa",0,-120,"cir6.png",6,1,"cir",120,-120,"tri1.png",1,1,"tri",120,0,"cir4.png",4,1,"cir",0,0,"sqa4.png",4,1,"sqa",-120,0,"",NA,"",NA,NA,"right","left",2169,1742,2,1682521271089,"p3sarrshacol4.png","sarrshacol","new"
"148",6834,0,4,2,3,0,1,5,0,0,0,19,59,79,"","","ibwynf",1258,"tri4.png",4,1,"tri",120,0,"sqa2.png",2,1,"sqa",120,-120,"sqa2.png",2,1,"sqa",-120,0,"cir1.png",1,1,"cir",0,-120,"tri6.png",6,1,"tri",-120,120,"",NA,"",NA,NA,"right","left",2169,1742,3,1682521271089,"p3sarrshacol4.png","sarrshacol","new"
"149",6835,4,5,0,1,2,3,0,0,0,0,19,59,79,"","","ibwynf",1258,"sqa2.png",2,1,"sqa",-120,0,"tri2.png",2,1,"tri",0,0,"tri4.png",4,1,"tri",120,0,"tri3.png",3,1,"tri",-120,-120,"cir1.png",1,1,"cir",0,-120,"",NA,"",NA,NA,"right","left",2169,1742,4,1682521271089,"p3sarrshacol4.png","sarrshacol","new"
"150",6977,0,4,1,0,2,3,0,5,0,0,19,59,79,"26-03-23","14:12:46","c8zr6u",599,"tri3.png",3,1,"tri",120,-120,"cir1.png",1,1,"cir",0,0,"tri3.png",3,1,"tri",120,0,"tri5.png",5,1,"tri",0,-120,"tri5.png",5,1,"tri",0,120,"",NA,"",NA,NA,"None","down",3011,2401,1,1682511246114,"p3sarrshacol4.png","sarrshacol","new"
"151",6978,0,3,2,5,4,1,0,0,0,0,19,59,79,"26-03-23","14:12:46","c8zr6u",599,"sqa2.png",2,1,"sqa",120,0,"cir4.png",4,1,"cir",120,-120,"sqa4.png",4,1,"sqa",0,-120,"sqa5.png",5,1,"sqa",0,0,"tri5.png",5,1,"tri",-120,0,"",NA,"",NA,NA,"None","down",3011,2401,2,1682511246114,"p3sarrshacol4.png","sarrshacol","new"
"152",6979,0,3,4,1,5,2,0,0,0,0,19,59,79,"26-03-23","14:12:46","c8zr6u",599,"tri4.png",4,1,"tri",-120,0,"sqa0.png",0,1,"sqa",120,0,"tri0.png",0,1,"tri",0,-120,"sqa6.png",6,1,"sqa",120,-120,"cir6.png",6,1,"cir",0,0,"",NA,"",NA,NA,"None","down",3011,2401,3,1682511246114,"p3sarrshacol4.png","sarrshacol","new"
"153",6980,0,3,2,4,5,1,0,0,0,0,19,59,79,"26-03-23","14:12:46","c8zr6u",599,"sqa2.png",2,1,"sqa",120,0,"tri1.png",1,1,"tri",120,-120,"sqa4.png",4,1,"sqa",0,-120,"sqa6.png",6,1,"sqa",-120,0,"cir2.png",2,1,"cir",0,0,"",NA,"",NA,NA,"None","down",3011,2401,4,1682511246114,"p3sarrshacol4.png","sarrshacol","new"
"154",7122,4,1,0,5,2,3,0,0,0,0,19,59,79,"25-03-23","17:06:36","adnh1w",2251,"sqa3.png",3,1,"sqa",0,-120,"sqa3.png",3,1,"sqa",0,0,"tri2.png",2,1,"tri",120,0,"cir1.png",1,1,"cir",-120,-120,"cir4.png",4,1,"cir",-120,0,"",NA,"",NA,NA,"right","right",1438,749,1,1682435209289,"p3sarrshacol4.png","sarrshacol","new"
"155",7123,0,5,3,2,0,1,4,0,0,0,19,59,79,"25-03-23","17:06:36","adnh1w",2251,"cir3.png",3,1,"cir",120,0,"sqa5.png",5,1,"sqa",-120,0,"cir4.png",4,1,"cir",120,-120,"tri6.png",6,1,"tri",-120,120,"sqa5.png",5,1,"sqa",0,-120,"",NA,"",NA,NA,"right","right",1438,749,2,1682435209289,"p3sarrshacol4.png","sarrshacol","new"
"156",7124,0,5,3,4,2,1,0,0,0,0,19,59,79,"25-03-23","17:06:36","adnh1w",2251,"tri4.png",4,1,"tri",120,0,"cir1.png",1,1,"cir",0,0,"sqa4.png",4,1,"sqa",120,-120,"sqa4.png",4,1,"sqa",-120,0,"sqa5.png",5,1,"sqa",0,-120,"",NA,"",NA,NA,"right","right",1438,749,3,1682435209289,"p3sarrshacol4.png","sarrshacol","new"
"157",7125,0,5,4,1,0,3,2,0,0,0,19,59,79,"25-03-23","17:06:36","adnh1w",2251,"sqa4.png",4,1,"sqa",-120,0,"tri6.png",6,1,"tri",-120,120,"cir1.png",1,1,"cir",120,0,"sqa2.png",2,1,"sqa",120,-120,"sqa1.png",1,1,"sqa",0,-120,"",NA,"",NA,NA,"right","right",1438,749,4,1682435209289,"p3sarrshacol4.png","sarrshacol","new"
"158",7267,1,4,0,3,5,2,0,0,0,0,19,59,79,"24-03-23","21:05:03","kjubx9",1428,"cir1.png",1,1,"cir",-120,-120,"tri2.png",2,1,"tri",120,0,"cir6.png",6,1,"cir",-120,0,"sqa4.png",4,1,"sqa",0,-120,"sqa6.png",6,1,"sqa",0,0,"",NA,"",NA,NA,"right","left",2082,1572,1,1682363103692,"p3sarrshacol4.png","sarrshacol","new"
"159",7268,0,3,4,0,1,2,0,5,0,0,19,59,79,"24-03-23","21:05:03","kjubx9",1428,"cir5.png",5,1,"cir",0,0,"tri3.png",3,1,"tri",120,0,"tri1.png",1,1,"tri",0,-120,"tri3.png",3,1,"tri",120,-120,"sqa1.png",1,1,"sqa",0,120,"",NA,"",NA,NA,"right","left",2082,1572,2,1682363103692,"p3sarrshacol4.png","sarrshacol","new"
"160",7269,0,2,5,4,1,3,0,0,0,0,19,59,79,"24-03-23","21:05:03","kjubx9",1428,"cir3.png",3,1,"cir",0,0,"sqa5.png",5,1,"sqa",0,-120,"tri1.png",1,1,"tri",120,0,"tri3.png",3,1,"tri",-120,0,"cir6.png",6,1,"cir",120,-120,"",NA,"",NA,NA,"right","left",2082,1572,3,1682363103692,"p3sarrshacol4.png","sarrshacol","new"
"161",7270,0,5,2,1,0,4,3,0,0,0,19,59,79,"24-03-23","21:05:03","kjubx9",1428,"tri4.png",4,1,"tri",-120,0,"sqa4.png",4,1,"sqa",120,-120,"tri6.png",6,1,"tri",-120,120,"tri4.png",4,1,"tri",120,0,"sqa1.png",1,1,"sqa",0,-120,"",NA,"",NA,NA,"right","left",2082,1572,4,1682363103692,"p3sarrshacol4.png","sarrshacol","new"
