"X","cell1","cell2","cell3","cell4","cell5","cell6","cell7","cell8","cell9","count_famrecall","count_prestudy_sequence","count_study_response","count_test_response","date_startdate","date_starttime","multichar_knowresp","p2dur","plc1","plc1c","plc1s","plc1sh","plc1x","plc1y","plc2","plc2c","plc2s","plc2sh","plc2x","plc2y","plc3","plc3c","plc3s","plc3sh","plc3x","plc3y","plc4","plc4c","plc4s","plc4sh","plc4x","plc4y","plc5","plc5c","plc5s","plc5sh","plc5x","plc5y","plcundefined","plcundefineds","plcundefinedsh","plcundefinedx","plcundefinedy","response_study_response","response_test_response","response_time_study_response","response_time_test_response","rtnr","sessionid","stim","type","tq"
3900,0,3,1,0,0,2,5,0,4,0,19,59,79,"05-09-23","11:42:58","etqbog",2035,"sqa1.png",1,1,"sqa",120,-120,"cir0.png",0,1,"cir",120,0,"sqa0.png",0,1,"sqa",0,-120,"cir0.png",0,1,"cir",120,120,"tri0.png",0,1,"tri",-120,120,"",NA,"",NA,NA,"left","right",942,965,1,1696498986745,"p3sarrshacol4.png","sarrshacol","new"
3901,0,0,0,5,2,4,1,3,NA,0,19,59,79,"05-09-23","11:42:58","etqbog",2035,"sqa0.png",1,1,"sqa",-120,120,"tri5.png",5,1,"tri",0,0,"cir0.png",4,1,"cir",0,120,"cir1.png",1,1,"cir",120,0,"sqa5.png",5,1,"sqa",-120,0,"sqa0.png",1,"sqa",120,120,"left","right",942,965,2,1696498986745,"p3sarrshacol4.png","sarrshacol","new"
3902,3,2,4,5,NA,1,0,NA,NA,0,19,59,79,"05-09-23","11:42:58","etqbog",2035,"tri1.png",1,1,"tri",120,0,"cir4.png",4,1,"cir",0,-120,"cir2.png",2,1,"cir",-120,-120,"sqa6.png",6,1,"sqa",120,-120,"sqa3.png",3,1,"sqa",-120,0,"tri0.png",1,"tri",120,120,"left","right",942,965,3,1696498986745,"p3sarrshacol4.png","sarrshacol","new"
3903,0,5,1,0,NA,4,3,NA,2,0,19,59,79,"05-09-23","11:42:58","etqbog",2035,"sqa4.png",4,1,"sqa",120,-120,"cir4.png",4,1,"cir",120,120,"tri6.png",6,1,"tri",-120,120,"cir4.png",4,1,"cir",120,0,"sqa1.png",1,1,"sqa",0,-120,"tri0.png",1,"tri",0,120,"left","right",942,965,4,1696498986745,"p3sarrshacol4.png","sarrshacol","new"
4045,5,4,0,1,2,0,3,0,0,0,19,59,79,"04-09-23","19:02:58","hfky35",306,"cir5.png",5,1,"cir",-120,0,"tri3.png",3,1,"tri",0,0,"sqa1.png",1,1,"sqa",-120,120,"tri3.png",3,1,"tri",0,-120,"tri1.png",1,1,"tri",-120,-120,"",NA,"",NA,NA,"right","right",1817,2694,1,1696438977175,"p3sarrshacol4.png","sarrshacol","new"
4046,0,0,0,2,4,0,5,1,3,0,19,59,79,"04-09-23","19:02:58","hfky35",306,"sqa5.png",5,1,"sqa",0,120,"cir3.png",3,1,"cir",-120,0,"tri2.png",2,1,"tri",120,120,"sqa3.png",3,1,"sqa",0,0,"cir1.png",1,1,"cir",-120,120,"",NA,"",NA,NA,"right","right",1817,2694,2,1696438977175,"p3sarrshacol4.png","sarrshacol","new"
4047,0,3,4,5,0,2,1,0,0,0,19,59,79,"04-09-23","19:02:58","hfky35",306,"sqa5.png",5,1,"sqa",-120,120,"tri4.png",4,1,"tri",120,0,"sqa1.png",1,1,"sqa",0,-120,"sqa4.png",4,1,"sqa",120,-120,"cir2.png",2,1,"cir",-120,0,"",NA,"",NA,NA,"right","right",1817,2694,3,1696438977175,"p3sarrshacol4.png","sarrshacol","new"
4048,0,4,3,1,5,0,0,2,0,0,19,59,79,"04-09-23","19:02:58","hfky35",306,"sqa0.png",0,1,"sqa",-120,0,"tri0.png",0,1,"tri",0,120,"sqa0.png",0,1,"sqa",120,-120,"sqa0.png",0,1,"sqa",0,-120,"cir0.png",0,1,"cir",0,0,"",NA,"",NA,NA,"right","right",1817,2694,4,1696438977175,"p3sarrshacol4.png","sarrshacol","new"
4190,1,4,NA,2,5,3,0,0,0,0,19,59,79,"03-09-23","18:47:19","jy4ypn",2353,"cir1.png",1,1,"cir",-120,-120,"cir6.png",6,1,"cir",-120,0,"sqa3.png",3,1,"sqa",120,0,"tri5.png",5,1,"tri",0,-120,"sqa3.png",3,1,"sqa",0,0,"tri0.png",1,"tri",120,-120,"right","left",1106,647,1,1696351659066,"p3sarrshacol4.png","sarrshacol","new"
4191,0,1,5,2,0,3,4,0,0,0,19,59,79,"03-09-23","18:47:19","jy4ypn",2353,"cir4.png",4,1,"cir",0,-120,"cir5.png",5,1,"cir",-120,0,"tri4.png",4,1,"tri",120,0,"tri6.png",6,1,"tri",-120,120,"sqa2.png",2,1,"sqa",120,-120,"tri0.png",1,"tri",120,-120,"right","left",1106,647,2,1696351659066,"p3sarrshacol4.png","sarrshacol","new"
4192,0,1,2,0,3,4,0,5,0,0,19,59,79,"03-09-23","18:47:19","jy4ypn",2353,"cir2.png",2,1,"cir",0,-120,"sqa3.png",3,1,"sqa",120,-120,"cir5.png",5,1,"cir",0,0,"sqa3.png",3,1,"sqa",120,0,"tri4.png",4,1,"tri",0,120,"tri0.png",1,"tri",120,-120,"right","left",1106,647,3,1696351659066,"p3sarrshacol4.png","sarrshacol","new"
4193,0,4,3,0,2,5,0,1,0,0,19,59,79,"03-09-23","18:47:19","jy4ypn",2353,"cir6.png",6,1,"cir",0,120,"sqa2.png",2,1,"sqa",0,0,"tri4.png",4,1,"tri",120,-120,"sqa1.png",1,1,"sqa",0,-120,"tri4.png",4,1,"tri",120,0,"tri0.png",1,"tri",120,-120,"right","left",1106,647,4,1696351659066,"p3sarrshacol4.png","sarrshacol","new"
4335,0,2,4,0,3,1,0,5,0,0,19,59,79,"03-09-23","18:35:31","h2va9e",2119,"tri5.png",5,1,"tri",120,0,"cir1.png",1,1,"cir",0,-120,"sqa2.png",2,1,"sqa",0,0,"tri5.png",5,1,"tri",120,-120,"cir3.png",3,1,"cir",0,120,"",NA,"",NA,NA,"right","right",751,881,1,1696351013993,"p3sarrshacol4.png","sarrshacol","new"
4336,5,0,0,2,1,4,3,0,0,0,19,59,79,"03-09-23","18:35:31","h2va9e",2119,"cir3.png",3,1,"cir",0,0,"sqa1.png",1,1,"sqa",-120,0,"cir3.png",3,1,"cir",-120,120,"sqa4.png",4,1,"sqa",120,0,"tri1.png",1,1,"tri",-120,-120,"",NA,"",NA,NA,"right","right",751,881,2,1696351013993,"p3sarrshacol4.png","sarrshacol","new"
4337,0,3,4,5,2,0,1,0,0,0,19,59,79,"03-09-23","18:35:31","h2va9e",2119,"sqa6.png",6,1,"sqa",-120,120,"cir1.png",1,1,"cir",0,0,"tri5.png",5,1,"tri",0,-120,"tri5.png",5,1,"tri",120,-120,"sqa2.png",2,1,"sqa",-120,0,"",NA,"",NA,NA,"right","right",751,881,3,1696351013993,"p3sarrshacol4.png","sarrshacol","new"
4338,0,0,3,5,2,4,0,1,0,0,19,59,79,"03-09-23","18:35:31","h2va9e",2119,"sqa5.png",5,1,"sqa",0,120,"tri3.png",3,1,"tri",0,0,"tri2.png",2,1,"tri",120,-120,"tri3.png",3,1,"tri",120,0,"cir5.png",5,1,"cir",-120,0,"",NA,"",NA,NA,"right","right",751,881,4,1696351013993,"p3sarrshacol4.png","sarrshacol","new"
4481,0,3,0,0,4,1,0,5,2,0,19,59,79,"31-04-23","13:05:50","xt888o",2009,"cir0.png",0,1,"cir",120,0,"cir0.png",0,1,"cir",120,120,"tri0.png",0,1,"tri",0,-120,"sqa0.png",0,1,"sqa",0,0,"sqa0.png",0,1,"sqa",0,120,"",NA,"",NA,NA,"left","right",1874,991,1,1685531208331,"p3sarrshacol4.png","sarrshacol","new"
4482,3,0,0,4,2,0,1,5,0,0,19,59,79,"31-04-23","13:05:50","xt888o",2009,"sqa0.png",0,1,"sqa",-120,120,"tri0.png",0,1,"tri",0,0,"cir0.png",0,1,"cir",-120,-120,"sqa0.png",0,1,"sqa",-120,0,"cir0.png",0,1,"cir",0,120,"",NA,"",NA,NA,"left","right",1874,991,2,1685531208331,"p3sarrshacol4.png","sarrshacol","new"
4483,3,4,0,5,1,0,0,2,0,0,19,59,79,"31-04-23","13:05:50","xt888o",2009,"sqa0.png",0,1,"sqa",0,0,"cir0.png",0,1,"cir",0,120,"tri0.png",0,1,"tri",-120,-120,"tri0.png",0,1,"tri",0,-120,"sqa0.png",0,1,"sqa",-120,0,"",NA,"",NA,NA,"left","right",1874,991,3,1685531208331,"p3sarrshacol4.png","sarrshacol","new"
4484,0,0,0,1,4,5,2,0,3,0,19,59,79,"31-04-23","13:05:50","xt888o",2009,"tri0.png",0,1,"tri",-120,0,"tri0.png",0,1,"tri",-120,120,"cir0.png",0,1,"cir",120,120,"cir0.png",0,1,"cir",0,0,"sqa0.png",0,1,"sqa",120,0,"",NA,"",NA,NA,"left","right",1874,991,4,1685531208331,"p3sarrshacol4.png","sarrshacol","new"
4912,0,5,4,3,0,1,2,0,0,0,19,59,79,"25-04-23","19:53:40","bto5xt",1721,"tri1.png",1,1,"tri",120,0,"tri6.png",6,1,"tri",-120,120,"cir2.png",2,1,"cir",-120,0,"sqa4.png",4,1,"sqa",120,-120,"sqa4.png",4,1,"sqa",0,-120,"",NA,"",NA,NA,"right","down",495,1279,1,1685037259501,"p3sarrshacol4.png","sarrshacol","new"
4913,3,5,0,1,2,4,0,0,0,0,19,59,79,"25-04-23","19:53:40","bto5xt",1721,"cir1.png",1,1,"cir",-120,0,"sqa3.png",3,1,"sqa",0,0,"cir6.png",6,1,"cir",-120,-120,"tri2.png",2,1,"tri",120,0,"sqa6.png",6,1,"sqa",0,-120,"",NA,"",NA,NA,"right","down",495,1279,2,1685037259501,"p3sarrshacol4.png","sarrshacol","new"
4914,1,4,0,5,3,0,2,0,0,0,19,59,79,"25-04-23","19:53:40","bto5xt",1721,"sqa1.png",1,1,"sqa",-120,-120,"sqa1.png",1,1,"sqa",-120,120,"tri3.png",3,1,"tri",0,0,"tri3.png",3,1,"tri",0,-120,"cir5.png",5,1,"cir",-120,0,"",NA,"",NA,NA,"right","down",495,1279,3,1685037259501,"p3sarrshacol4.png","sarrshacol","new"
4915,4,5,0,1,3,0,2,0,0,0,19,59,79,"25-04-23","19:53:40","bto5xt",1721,"cir2.png",2,1,"cir",-120,0,"sqa1.png",1,1,"sqa",-120,120,"tri2.png",2,1,"tri",0,0,"sqa1.png",1,1,"sqa",-120,-120,"tri3.png",3,1,"tri",0,-120,"",NA,"",NA,NA,"right","down",495,1279,4,1685037259501,"p3sarrshacol4.png","sarrshacol","new"
5057,5,1,2,4,0,0,3,0,0,0,19,59,79,"23-04-23","20:35:58","c5nh2b",1751,"cir3.png",3,1,"cir",0,-120,"cir3.png",3,1,"cir",120,-120,"sqa1.png",1,1,"sqa",-120,120,"tri4.png",4,1,"tri",-120,0,"sqa1.png",1,1,"sqa",-120,-120,"",NA,"",NA,NA,"None","right",3004,1249,1,1684867050447,"p3sarrshacol4.png","sarrshacol","new"
5058,0,2,4,5,3,1,0,0,0,0,19,59,79,"23-04-23","20:35:58","c5nh2b",1751,"sqa1.png",1,1,"sqa",120,0,"cir5.png",5,1,"cir",0,-120,"tri4.png",4,1,"tri",0,0,"sqa1.png",1,1,"sqa",120,-120,"cir5.png",5,1,"cir",-120,0,"",NA,"",NA,NA,"None","right",3004,1249,2,1684867050447,"p3sarrshacol4.png","sarrshacol","new"
5059,NA,5,0,2,1,3,0,4,0,0,19,59,79,"23-04-23","20:35:58","c5nh2b",1751,"tri0.png",0,1,"tri",0,0,"tri0.png",0,1,"tri",-120,0,"tri0.png",0,1,"tri",120,0,"tri0.png",0,1,"tri",0,120,"tri0.png",0,1,"tri",0,-120,"tri0.png",1,"tri",-120,-120,"None","right",3004,1249,3,1684867050447,"p3sarrshacol4.png","sarrshacol","new"
5060,NA,4,NA,1,5,2,0,3,0,0,19,59,79,"23-04-23","20:35:58","c5nh2b",1751,"cir0.png",0,1,"cir",-120,0,"cir0.png",0,1,"cir",120,0,"cir0.png",0,1,"cir",0,120,"cir0.png",0,1,"cir",0,-120,"cir0.png",0,1,"cir",0,0,"tri0.png",1,"tri",-120,-120,"None","right",3004,1249,4,1684867050447,"p3sarrshacol4.png","sarrshacol","new"
5202,3,1,2,0,5,0,4,0,0,0,19,59,79,"22-04-23","20:16:16","u9erui",961,"sqa5.png",5,1,"sqa",0,-120,"tri4.png",4,1,"tri",120,-120,"cir2.png",2,1,"cir",-120,-120,"cir1.png",1,1,"cir",-120,120,"sqa6.png",6,1,"sqa",0,0,"",NA,"",NA,NA,"left","left",1317,2039,1,1684779446524,"p3sarrshacol4.png","sarrshacol","new"
5203,4,1,2,5,3,0,0,0,0,0,19,59,79,"22-04-23","20:16:16","u9erui",961,"tri1.png",1,1,"tri",0,-120,"cir5.png",5,1,"cir",120,-120,"sqa6.png",6,1,"sqa",0,0,"tri2.png",2,1,"tri",-120,-120,"sqa6.png",6,1,"sqa",-120,0,"",NA,"",NA,NA,"left","left",1317,2039,2,1684779446524,"p3sarrshacol4.png","sarrshacol","new"
5204,1,5,0,4,2,0,3,0,0,0,19,59,79,"22-04-23","20:16:16","u9erui",961,"sqa2.png",2,1,"sqa",-120,-120,"cir6.png",6,1,"cir",0,0,"sqa1.png",1,1,"sqa",-120,120,"sqa2.png",2,1,"sqa",-120,0,"cir4.png",4,1,"cir",0,-120,"",NA,"",NA,NA,"left","left",1317,2039,3,1684779446524,"p3sarrshacol4.png","sarrshacol","new"
5205,0,3,2,5,4,0,0,1,0,0,19,59,79,"22-04-23","20:16:16","u9erui",961,"sqa5.png",5,1,"sqa",0,120,"tri4.png",4,1,"tri",120,-120,"cir1.png",1,1,"cir",0,-120,"sqa6.png",6,1,"sqa",0,0,"sqa2.png",2,1,"sqa",-120,0,"",NA,"",NA,NA,"left","left",1317,2039,4,1684779446524,"p3sarrshacol4.png","sarrshacol","new"
5488,0,3,4,5,0,2,1,0,0,0,19,59,79,"18-04-23","08:37:04","fvw6d3",1952,"tri6.png",6,1,"tri",-120,120,"tri4.png",4,1,"tri",120,0,"sqa1.png",1,1,"sqa",0,-120,"sqa4.png",4,1,"sqa",120,-120,"cir4.png",4,1,"cir",-120,0,"",NA,"",NA,NA,"left","left",682,1048,1,1684391836056,"p3sarrshacol4.png","sarrshacol","new"
5489,1,4,0,2,3,5,0,0,0,0,19,59,79,"18-04-23","08:37:04","fvw6d3",1952,"cir3.png",3,1,"cir",-120,-120,"cir6.png",6,1,"cir",-120,0,"sqa6.png",6,1,"sqa",0,0,"sqa5.png",5,1,"sqa",0,-120,"tri4.png",4,1,"tri",120,0,"",NA,"",NA,NA,"left","left",682,1048,2,1684391836056,"p3sarrshacol4.png","sarrshacol","new"
5490,0,1,2,0,3,4,5,0,0,0,19,59,79,"18-04-23","08:37:04","fvw6d3",1952,"sqa0.png",0,1,"sqa",0,-120,"sqa0.png",0,1,"sqa",120,-120,"tri0.png",0,1,"tri",0,0,"sqa0.png",0,1,"sqa",120,0,"tri0.png",0,1,"tri",-120,120,"",NA,"",NA,NA,"left","left",682,1048,3,1684391836056,"p3sarrshacol4.png","sarrshacol","new"
5491,0,4,5,2,1,3,0,0,0,0,19,59,79,"18-04-23","08:37:04","fvw6d3",1952,"cir0.png",0,1,"cir",0,0,"sqa0.png",0,1,"sqa",-120,0,"tri0.png",0,1,"tri",120,0,"sqa0.png",0,1,"sqa",0,-120,"cir0.png",0,1,"cir",120,-120,"tri0.png",1,"tri",120,0,"left","left",682,1048,4,1684391836056,"p3sarrshacol4.png","sarrshacol","new"
5633,2,3,0,4,5,1,0,0,0,0,19,59,79,"17-04-23","16:31:43","wgonkv",1819,"cir1.png",1,1,"cir",120,0,"cir3.png",3,1,"cir",-120,-120,"tri4.png",4,1,"tri",0,-120,"sqa4.png",4,1,"sqa",-120,0,"sqa5.png",5,1,"sqa",0,0,"",NA,"",NA,NA,"right","left",1407,1181,1,1684333914557,"p3sarrshacol4.png","sarrshacol","new"
5634,5,1,2,NA,3,NA,NA,4,NA,0,19,59,79,"17-04-23","16:31:43","wgonkv",1819,"tri3.png",3,1,"tri",0,-120,"cir1.png",1,1,"cir",120,-120,"cir4.png",4,1,"cir",0,0,"tri4.png",4,1,"tri",0,120,"sqa6.png",6,1,"sqa",-120,-120,"sqa0.png",1,"sqa",-120,0,"right","left",1407,1181,2,1684333914557,"p3sarrshacol4.png","sarrshacol","new"
5635,NA,1,4,3,NA,5,2,NA,NA,0,19,59,79,"17-04-23","16:31:43","wgonkv",1819,"tri1.png",1,1,"tri",0,-120,"tri4.png",4,1,"tri",-120,120,"cir6.png",6,1,"cir",-120,0,"sqa3.png",3,1,"sqa",120,-120,"tri4.png",4,1,"tri",120,0,"tri0.png",1,"tri",120,120,"right","left",1407,1181,3,1684333914557,"p3sarrshacol4.png","sarrshacol","new"
5636,1,4,0,3,NA,2,NA,5,0,0,19,59,79,"17-04-23","16:31:43","wgonkv",1819,"tri4.png",4,1,"tri",-120,-120,"sqa2.png",2,1,"sqa",120,0,"cir6.png",6,1,"cir",-120,0,"tri3.png",3,1,"tri",0,-120,"tri1.png",1,1,"tri",0,120,"cir0.png",1,"cir",0,0,"right","left",1407,1181,4,1684333914557,"p3sarrshacol4.png","sarrshacol","new"
5778,3,5,0,1,4,2,0,0,0,0,19,59,79,"05-04-23","14:06:50","ewdsfr",2955,"sqa0.png",0,1,"sqa",-120,0,"cir0.png",0,1,"cir",120,0,"sqa0.png",0,1,"sqa",-120,-120,"tri0.png",0,1,"tri",0,0,"sqa0.png",0,1,"sqa",0,-120,"",NA,"",NA,NA,"right","right",32,45,1,1683288463765,"p3sarrshacol4.png","sarrshacol","new"
5779,0,4,2,3,0,5,1,0,0,0,19,59,79,"05-04-23","14:06:50","ewdsfr",2955,"tri0.png",0,1,"tri",-120,120,"sqa0.png",0,1,"sqa",120,-120,"cir0.png",0,1,"cir",-120,0,"sqa0.png",0,1,"sqa",0,-120,"tri0.png",0,1,"tri",120,0,"",NA,"",NA,NA,"right","right",32,45,2,1683288463765,"p3sarrshacol4.png","sarrshacol","new"
5780,0,0,0,1,2,0,3,5,4,0,19,59,79,"05-04-23","14:06:50","ewdsfr",2955,"sqa0.png",0,1,"sqa",-120,0,"cir0.png",0,1,"cir",0,0,"sqa0.png",0,1,"sqa",-120,120,"tri0.png",0,1,"tri",120,120,"sqa0.png",0,1,"sqa",0,120,"",NA,"",NA,NA,"right","right",32,45,3,1683288463765,"p3sarrshacol4.png","sarrshacol","new"
5781,0,0,3,0,2,1,0,5,4,0,19,59,79,"05-04-23","14:06:50","ewdsfr",2955,"sqa0.png",0,1,"sqa",120,0,"sqa0.png",0,1,"sqa",0,0,"tri0.png",0,1,"tri",120,-120,"cir0.png",0,1,"cir",120,120,"tri0.png",0,1,"tri",0,120,"",NA,"",NA,NA,"right","right",32,45,4,1683288463765,"p3sarrshacol4.png","sarrshacol","new"
6064,0,4,1,2,0,3,5,0,0,0,19,59,79,"03-04-23","19:10:36","jl0uq8",2089,"cir1.png",1,1,"cir",120,-120,"cir4.png",4,1,"cir",-120,0,"tri4.png",4,1,"tri",120,0,"sqa4.png",4,1,"sqa",0,-120,"tri6.png",6,1,"tri",-120,120,"",NA,"",NA,NA,"left","right",1019,911,1,1683133850366,"p3sarrshacol4.png","sarrshacol","new"
6065,1,5,0,2,4,0,0,0,0,0,19,59,79,"03-04-23","19:10:36","jl0uq8",2089,"cir1.png",1,1,"cir",-120,-120,"tri6.png",6,1,"tri",-120,0,"sqa3.png",3,0,"sqa",120,0,"sqa2.png",2,1,"sqa",0,0,"sqa3.png",3,1,"sqa",0,-120,"",NA,"",NA,NA,"left","right",1019,911,2,1683133850366,"p3sarrshacol4.png","sarrshacol","new"
6066,0,4,5,3,2,1,0,0,0,0,19,59,79,"03-04-23","19:10:36","jl0uq8",2089,"tri3.png",3,1,"tri",120,0,"cir4.png",4,1,"cir",0,0,"sqa5.png",5,1,"sqa",-120,0,"sqa5.png",5,1,"sqa",0,-120,"cir4.png",4,1,"cir",120,-120,"",NA,"",NA,NA,"left","right",1019,911,3,1683133850366,"p3sarrshacol4.png","sarrshacol","new"
6067,0,1,0,2,5,4,0,0,0,0,19,59,79,"03-04-23","19:10:36","jl0uq8",2089,"sqa4.png",4,1,"sqa",0,-120,"cir2.png",2,1,"cir",-120,0,"cir0.png",0,0,"cir",120,120,"sqa6.png",6,1,"sqa",120,0,"tri4.png",4,1,"tri",0,0,"",NA,"",NA,NA,"left","right",1019,911,4,1683133850366,"p3sarrshacol4.png","sarrshacol","new"
6209,0,4,3,1,0,5,2,0,0,0,19,59,79,"02-04-23","20:09:49","gesw69",970,"sqa3.png",3,1,"sqa",-120,0,"sqa2.png",2,1,"sqa",-120,120,"sqa1.png",1,1,"sqa",120,-120,"sqa4.png",4,1,"sqa",0,-120,"cir2.png",2,1,"cir",120,0,"",NA,"",NA,NA,"right","right",616,2030,1,1683051042912,"p3sarrshacol4.png","sarrshacol","new"
6210,4,3,0,5,2,1,0,0,0,0,19,59,79,"02-04-23","20:09:49","gesw69",970,"sqa2.png",2,1,"sqa",120,0,"sqa6.png",6,1,"sqa",0,0,"sqa3.png",3,1,"sqa",0,-120,"tri3.png",3,1,"tri",-120,-120,"tri6.png",6,1,"tri",-120,0,"",NA,"",NA,NA,"right","right",616,2030,2,1683051042912,"p3sarrshacol4.png","sarrshacol","new"
6211,0,NA,2,5,3,1,4,NA,0,0,19,59,79,"02-04-23","20:09:49","gesw69",970,"tri2.png",2,1,"tri",120,0,"cir6.png",6,1,"cir",120,-120,"tri4.png",4,1,"tri",0,0,"sqa5.png",5,1,"sqa",-120,120,"sqa3.png",3,1,"sqa",-120,0,"cir0.png",1,"cir",0,120,"right","right",616,2030,3,1683051042912,"p3sarrshacol4.png","sarrshacol","new"
6212,0,3,5,2,0,1,4,0,0,0,19,59,79,"02-04-23","20:09:49","gesw69",970,"sqa2.png",2,1,"sqa",120,0,"cir4.png",4,1,"cir",-120,0,"sqa6.png",6,1,"sqa",0,-120,"tri6.png",6,1,"tri",-120,120,"tri3.png",3,1,"tri",120,-120,"cir0.png",1,"cir",0,120,"right","right",616,2030,4,1683051042912,"p3sarrshacol4.png","sarrshacol","new"
6354,3,5,0,4,1,2,0,0,0,0,19,59,79,"28-03-23","16:34:55","iqhdm0",1114,"sqa6.png",6,1,"sqa",0,0,"tri3.png",3,1,"tri",120,0,"cir3.png",3,1,"cir",-120,-120,"cir6.png",6,1,"cir",-120,0,"sqa2.png",2,1,"sqa",0,-120,"",NA,"",NA,NA,"right","left",603,1886,1,1682692562182,"p3sarrshacol4.png","sarrshacol","new"
6355,0,2,1,4,0,5,3,0,0,0,19,59,79,"28-03-23","16:34:55","iqhdm0",1114,"sqa4.png",4,1,"sqa",120,-120,"sqa1.png",1,1,"sqa",0,-120,"tri4.png",4,1,"tri",-120,120,"cir6.png",6,1,"cir",-120,0,"tri4.png",4,1,"tri",120,0,"",NA,"",NA,NA,"right","left",603,1886,2,1682692562182,"p3sarrshacol4.png","sarrshacol","new"
6356,0,0,1,5,4,2,3,0,0,0,19,59,79,"28-03-23","16:34:55","iqhdm0",1114,"cir0.png",0,1,"cir",120,-120,"cir0.png",0,1,"cir",120,0,"tri0.png",0,1,"tri",-120,120,"cir0.png",0,1,"cir",0,0,"sqa0.png",0,1,"sqa",-120,0,"",NA,"",NA,NA,"right","left",603,1886,3,1682692562182,"p3sarrshacol4.png","sarrshacol","new"
6357,5,1,4,NA,3,2,0,0,0,0,19,59,79,"28-03-23","16:34:55","iqhdm0",1114,"sqa0.png",0,1,"sqa",0,-120,"sqa0.png",0,1,"sqa",120,0,"sqa0.png",0,1,"sqa",0,0,"sqa0.png",0,1,"sqa",120,-120,"sqa0.png",0,1,"sqa",-120,-120,"sqa0.png",1,"sqa",-120,0,"right","left",603,1886,4,1682692562182,"p3sarrshacol4.png","sarrshacol","new"
6499,0,0,0,0,3,0,0,0,0,0,19,59,79,"28-03-23","09:33:55","bnbq2z",2077,"cir0.png",0,0,"cir",0,0,"cir0.png",0,0,"cir",-120,0,"sqa0.png",5,1,"sqa",0,0,"cir1.png",1,0,"cir",-120,-120,"cir6.png",6,0,"cir",120,120,"",NA,"",NA,NA,"left","left",968,923,1,1682667274202,"p3sarrshacol4.png","sarrshacol","new"
6500,0,4,0,0,1,2,5,0,3,0,19,59,79,"28-03-23","09:33:55","bnbq2z",2077,"sqa4.png",4,1,"sqa",0,0,"cir6.png",6,1,"cir",120,0,"cir1.png",1,1,"cir",120,120,"tri5.png",5,1,"tri",0,-120,"cir0.png",0,1,"cir",-120,120,"",NA,"",NA,NA,"left","left",968,923,2,1682667274202,"p3sarrshacol4.png","sarrshacol","new"
6501,0,1,3,2,5,4,0,0,0,0,19,59,79,"28-03-23","09:33:55","bnbq2z",2077,"tri0.png",0,1,"tri",0,-120,"sqa0.png",0,1,"sqa",-120,0,"sqa0.png",0,1,"sqa",120,-120,"tri0.png",0,1,"tri",120,0,"sqa0.png",0,1,"sqa",0,0,"",NA,"",NA,NA,"left","left",968,923,3,1682667274202,"p3sarrshacol4.png","sarrshacol","new"
6502,0,5,0,3,0,4,0,1,2,0,19,59,79,"28-03-23","09:33:55","bnbq2z",2077,"sqa0.png",0,1,"sqa",0,120,"cir0.png",0,1,"cir",120,120,"tri0.png",0,1,"tri",-120,0,"sqa0.png",0,1,"sqa",120,0,"tri0.png",0,1,"tri",0,-120,"",NA,"",NA,NA,"left","left",968,923,4,1682667274202,"p3sarrshacol4.png","sarrshacol","new"
6644,3,5,0,1,4,2,0,0,0,0,19,59,79,"27-03-23","18:49:21","c2oyi6",1332,"cir3.png",3,1,"cir",-120,0,"tri6.png",6,1,"tri",120,0,"cir1.png",1,1,"cir",-120,-120,"sqa3.png",3,1,"sqa",0,0,"sqa4.png",4,1,"sqa",0,-120,"",NA,"",NA,NA,"right","left",889,1668,1,1682614215955,"p3sarrshacol4.png","sarrshacol","new"
6645,1,2,0,5,3,0,4,0,0,0,19,59,79,"27-03-23","18:49:21","c2oyi6",1332,"tri1.png",1,1,"tri",-120,-120,"tri3.png",3,1,"tri",0,-120,"tri3.png",3,1,"tri",0,0,"sqa1.png",1,1,"sqa",-120,120,"cir5.png",5,1,"cir",-120,0,"",NA,"",NA,NA,"right","left",889,1668,2,1682614215955,"p3sarrshacol4.png","sarrshacol","new"
6646,0,5,3,2,0,4,1,0,0,0,19,59,79,"27-03-23","18:49:21","c2oyi6",1332,"cir4.png",4,1,"cir",-120,120,"tri4.png",4,1,"tri",-120,0,"sqa4.png",4,1,"sqa",120,-120,"tri6.png",6,1,"tri",120,0,"sqa1.png",1,1,"sqa",0,-120,"",NA,"",NA,NA,"right","left",889,1668,3,1682614215955,"p3sarrshacol4.png","sarrshacol","new"
6647,NA,3,1,2,5,4,0,0,0,0,19,59,79,"27-03-23","18:49:21","c2oyi6",1332,"sqa4.png",4,1,"sqa",120,-120,"cir4.png",4,1,"cir",-120,0,"cir4.png",4,1,"cir",0,-120,"tri6.png",6,1,"tri",120,0,"sqa5.png",5,1,"sqa",0,0,"cir0.png",1,"cir",120,-120,"right","left",889,1668,4,1682614215955,"p3sarrshacol4.png","sarrshacol","new"
6789,0,1,4,3,2,5,0,0,0,0,19,59,79,"27-03-23","14:18:23","bb93kz",2296,"sqa0.png",0,1,"sqa",0,-120,"tri0.png",0,1,"tri",0,0,"cir0.png",0,1,"cir",-120,0,"tri0.png",0,1,"tri",120,-120,"tri0.png",0,1,"tri",120,0,"",NA,"",NA,NA,"left","left",977,704,1,1682597917090,"p3sarrshacol4.png","sarrshacol","new"
